SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
NAGA MANI MIZO TRIPURA,1965,1.9,61.5,35.9,59.4,169.5,520.5,373.4,323,262.2,164.1,22.6,37,2031,63.4,264.7,1479.1,223.7
NAGA MANI MIZO TRIPURA,1966,15,2.7,39.8,85.3,190.3,666.8,399.3,405,361.5,207,40.9,65.1,2478.6,17.7,315.4,1832.6,313
NAGA MANI MIZO TRIPURA,1967,51.5,33.6,129.5,195.8,247.8,311.7,388,334,341.3,184.8,10.9,1.1,2229.9,85,573.1,1374.9,196.8
NAGA MANI MIZO TRIPURA,1968,17.3,20.9,80.9,142.2,253.8,396.1,531.9,391,178.3,68.9,28.7,0,2110,38.1,476.9,1497.4,97.6
NAGA MANI MIZO TRIPURA,1969,20.1,2.4,124.6,189.8,73.5,606.6,868.3,1347.2,228.1,126.3,23.2,0,3610,22.4,387.9,3050.2,149.5
NAGA MANI MIZO TRIPURA,1970,45.8,306.3,103.6,160.1,315.9,541.7,976.7,836.7,486.2,425.6,116.7,1,4316.2,352.1,579.6,2841.3,543.2
NAGA MANI MIZO TRIPURA,1971,28.4,67.6,12.4,312.6,248,543.2,624,553.1,421.2,171.3,94.6,4.5,3080.7,96,572.9,2141.5,270.5
NAGA MANI MIZO TRIPURA,1972,4.5,46.3,32.8,145,169.1,235.6,262.7,270.8,129.6,45,12.5,0,1353.8,50.7,347,898.7,57.5
NAGA MANI MIZO TRIPURA,1973,16.8,46,29.3,135.3,329,367.2,260,323.9,232.7,159.7,162.6,43.6,2105.8,62.7,493.5,1183.8,365.8
NAGA MANI MIZO TRIPURA,1974,8.9,2.4,98.7,160.7,218.8,438.1,517.3,361.5,273.4,167.8,81.8,0.2,2329.6,11.3,478.1,1590.3,249.9
NAGA MANI MIZO TRIPURA,1975,1.2,24.5,17.5,164.2,243.7,348.8,526.6,252.9,278.9,205.1,146.1,0.3,2209.7,25.7,425.3,1407.1,351.5
NAGA MANI MIZO TRIPURA,1976,3.3,51.3,113.7,187.8,287.1,861.1,507.8,365,175.1,64.8,34.2,0.1,2651.4,54.7,588.6,1909,99.2
NAGA MANI MIZO TRIPURA,1977,14.2,34.9,27.7,383.8,303.7,452,389.1,355.8,193,149.6,38.2,16.6,2358.5,49.1,715.1,1389.9,204.4
NAGA MANI MIZO TRIPURA,1978,0.7,4,51.6,147.5,449.4,496.7,357.8,277,273.9,70.4,21.6,0,2150.8,4.7,648.6,1405.5,92
NAGA MANI MIZO TRIPURA,1979,1.3,8.3,72.9,55.4,158.8,361.8,370,309.7,272.9,57.9,47.1,33.1,1749.2,9.6,287.1,1314.4,138.1
NAGA MANI MIZO TRIPURA,1980,7.2,42.4,101.6,145.7,461.5,373.3,327.4,312.1,364.4,168.5,0.1,0.7,2305,49.6,708.8,1377.3,169.3
NAGA MANI MIZO TRIPURA,1981,26.6,26.3,105.5,268,377.5,223.2,448.1,329.7,213.2,33.1,11.5,9.6,2072.2,53,750.9,1214.2,54.2
NAGA MANI MIZO TRIPURA,1982,0.1,54.8,73.8,224.6,103.3,371.9,373.6,466.3,284.5,32.8,38.1,3.7,2027.5,54.9,401.7,1496.3,74.5
NAGA MANI MIZO TRIPURA,1983,19.2,49.3,244.9,303.8,402.4,380.9,329.7,392.8,239.7,189,6.2,30.2,2588,68.4,951.1,1343,225.4
NAGA MANI MIZO TRIPURA,1984,17.4,1.8,5.1,121.1,743,514.6,255.3,387.2,250.2,120.4,9.1,28.8,2454,19.2,869.2,1407.3,158.3
NAGA MANI MIZO TRIPURA,1985,6.4,36.2,87.1,162.8,377.6,507.5,275.5,301.9,279.4,52.3,8.7,9.9,2105.3,42.6,627.5,1364.2,70.9
NAGA MANI MIZO TRIPURA,1986,8.8,7.3,17.7,263.4,153,325.5,376.9,364.6,355.8,311.7,131.2,26.3,2342.3,16.1,434.1,1422.8,469.3
NAGA MANI MIZO TRIPURA,1987,7.7,13.1,68.9,195,144.9,420.8,447.2,422.7,388.6,172.2,74,6.1,2361.3,20.8,408.8,1679.4,252.3
NAGA MANI MIZO TRIPURA,1988,0.4,33.6,83.5,141.9,470.2,466.4,540,407.4,298.6,298.6,75.3,4.3,2820.2,34,695.6,1712.4,378.2
NAGA MANI MIZO TRIPURA,1989,0.7,27.1,17.2,139.1,206.9,367.1,470.6,393.6,376.3,352.9,5.3,2.3,2359,27.8,363.2,1607.6,360.4
NAGA MANI MIZO TRIPURA,1990,0.2,32.5,197.6,274.9,314.6,380,387.9,344.7,339.4,168.2,99.3,42.9,2582.3,32.7,787.2,1452,310.4
NAGA MANI MIZO TRIPURA,1991,27.5,41.9,64.1,253.5,619.4,456.6,297.3,326,387.3,291.4,28,58.9,2851.9,69.4,937,1467.2,378.3
NAGA MANI MIZO TRIPURA,1992,4.4,67.1,23.3,95.7,250.2,343.8,439.1,397.2,323.6,243.2,25.4,8.5,2221.4,71.5,369.2,1503.6,277.1
NAGA MANI MIZO TRIPURA,1993,11.1,139.3,92.8,155.4,499.4,539.6,530.9,428.9,302.9,165.4,16,0,2881.7,150.4,747.7,1802.3,181.4
NAGA MANI MIZO TRIPURA,1994,9.5,30.1,219.3,134.7,130.7,256.2,305.7,335.7,161.6,102,27,0,1712.5,39.6,484.7,1059.2,129
NAGA MANI MIZO TRIPURA,1995,5.4,36.5,52,68.7,254.5,425.8,403.6,495.9,312.5,129.7,155.3,0.2,2340.2,41.9,375.2,1637.9,285.3
NAGA MANI MIZO TRIPURA,1996,8.1,30,153.9,97.3,284.2,314,395.1,363.5,341.3,179.7,18.8,8.7,2194.5,38.1,535.3,1413.9,207.2
NAGA MANI MIZO TRIPURA,1997,11.3,23.7,134.4,112,255,334,598.5,273.9,361.6,48.6,17.8,41.3,2212,35.1,501.4,1567.9,107.7
NAGA MANI MIZO TRIPURA,1998,28.1,31.6,136.4,164.6,352.2,297.6,480.6,367.3,222.3,97.9,46.5,0.3,2225.4,59.7,653.2,1367.9,144.7
NAGA MANI MIZO TRIPURA,1999,2.2,0,33.5,26.3,397.5,358.4,422.7,391.3,338.5,227.7,16.5,18.3,2233,2.2,457.3,1510.9,262.6
NAGA MANI MIZO TRIPURA,2000,22.5,26.1,129.1,214.2,403.6,325.4,269.2,465,298.3,185.2,24.2,1.1,2363.9,48.6,746.9,1357.9,210.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,1951,1,0.5,22.7,69.3,239.8,546.5,778.3,503.7,326.1,158,37.3,0,2683.1,1.5,331.7,2154.5,195.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,1952,1.3,22.2,80.8,168.2,420.8,580.6,713,522.9,587.9,148.8,20.7,3.7,3270.7,23.4,669.9,2404.3,173.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1953,28.2,10.7,88.1,64.5,253.2,427.7,755.2,315.5,540.7,105.7,0.4,4.1,2594,39,405.8,2039.1,110.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1954,15.7,10.2,10,71.1,308.9,841.5,961.5,496.2,250.8,85.6,0.7,3.5,3055.6,25.9,390,2549.9,89.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,1955,4.6,2.8,34.6,71.5,220.5,541,1064.6,626.2,365,51.3,6.1,4.6,2992.9,7.4,326.6,2596.9,62
SUB HIMALAYAN WEST BENGAL & SIKKIM,1956,14.8,1.4,42.6,164.9,420.9,747.9,471.4,486.8,285.2,215.8,30.1,3.6,2885.5,16.2,628.4,1991.4,249.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1957,103,8.9,25.5,10.6,167.7,430.2,650.6,535.4,208.4,73.7,7.7,3.8,2225.5,112,203.7,1824.6,85.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1958,8.1,17.5,14.8,120.6,269.4,487.8,500.3,898.1,353.2,145.6,1.8,3,2820.3,25.6,404.8,2239.4,150.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,1959,99.8,5.7,64.3,111.6,218.7,565.9,538.6,291.7,337.9,345,0.9,0.1,2580.1,105.5,394.6,1734.2,346
SUB HIMALAYAN WEST BENGAL & SIKKIM,1960,0.1,6.5,52,4.8,293.2,407.2,764.5,387.2,623,71.9,0,0,2610.5,6.6,350,2182,71.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1961,11.5,38.9,19.6,39.3,279.2,448.3,448.9,542,341.5,127.5,2.1,5.4,2304.2,50.4,338.1,1780.8,135
SUB HIMALAYAN WEST BENGAL & SIKKIM,1962,33,21.7,14.4,57.2,318.7,537.1,516.6,663.2,279.5,77.4,0.4,2.6,2521.7,54.7,390.3,1996.4,80.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1963,2.1,0.7,32.2,103.9,323.6,409.4,676.1,611.9,267.7,152.5,21.7,3,2604.7,2.7,459.7,1965.1,177.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1964,0,1.2,9.4,127,184.7,613.2,959.1,445.6,486.8,151,3.4,0.1,2981.4,1.2,321,2504.7,154.5
SUB HIMALAYAN WEST BENGAL & SIKKIM,1965,0.2,22,48.2,69.5,232.4,444.6,697.6,830.2,345.7,39.5,32.7,0.2,2762.7,22.1,350.1,2318.2,72.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1966,29.5,7.6,3,51.5,231.7,287.5,741.5,682.8,357.3,100.9,18.3,3.8,2515.3,37.1,286.2,2069.1,123
SUB HIMALAYAN WEST BENGAL & SIKKIM,1967,2.3,0.1,98.8,85.3,213.7,727.5,901.6,274.1,409.4,128.7,7.9,11.1,2860.5,2.4,397.8,2312.6,147.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,1968,26.3,4.7,34.3,90.8,237.3,646.7,827.6,594.2,514.8,314.3,87.3,0.5,3378.8,31,362.4,2583.3,402.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1969,11.5,2.8,45.1,77.5,273.3,504.8,550.5,448.2,431.2,45.8,34.1,0,2424.9,14.4,396,1934.6,79.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1970,18,13.4,7.6,162.5,162.7,556.6,731.2,425.4,560.8,60.7,3.3,0,2702.3,31.4,332.9,2273.9,64.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1971,28.4,21.3,63,239.8,244.5,757.6,599.5,542,375.4,328.7,24.8,1.9,3226.8,49.7,547.4,2274.4,355.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,1972,9.4,41.6,52.1,134.3,287.5,457.2,590.3,335.1,407.1,86.8,12.3,0.9,2414.6,51,473.9,1789.7,100
SUB HIMALAYAN WEST BENGAL & SIKKIM,1973,13.8,35.9,40.8,82.9,324.3,679.8,426.5,424.7,474.1,281.3,16.6,3.9,2804.6,49.7,448,2005.1,301.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1974,19.1,2.5,94.4,210.8,339,508.1,826.8,673.7,480.8,175,3,8.3,3341.6,21.6,644.2,2489.4,186.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1975,20.4,29.9,15.6,83.7,251.1,493.2,808.2,263.8,515.7,174.6,1,6.6,2663.6,50.2,350.4,2080.8,182.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1976,8.8,51,27.3,112.8,303.5,649.2,531.9,671.7,288,113.1,35.5,1.2,2793.9,59.7,443.6,2140.8,149.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1977,6.6,16,67.6,245.6,308.1,466,502.9,627.8,316,263.7,60.8,25.3,2906.5,22.6,621.3,1912.7,349.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1978,14.7,17.9,49.3,136.7,313.3,515.5,545.2,274,376.5,62.9,61.1,10.8,2377.8,32.6,499.2,1711.1,134.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1979,8.1,26.8,15.1,100.6,142,261.7,741.7,432.4,427,286.5,31.7,38.1,2511.7,34.9,257.7,1862.9,356.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1980,11.6,44.8,77.3,130.4,300.1,485.9,774.4,692.5,477.5,151.2,0.9,2,3148.6,56.4,507.8,2430.4,154.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1981,48.8,23,77.8,185.6,273.7,468.6,833.1,540.9,453.2,38.1,9.2,17.3,2969.3,71.8,537.1,2295.9,64.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1982,0.2,9.9,47,125.6,174.5,499,749.5,305.5,341.6,54.1,20,10.6,2337.7,10.1,347.1,1895.7,84.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1983,26.7,56.9,35.3,87.7,335.3,557.9,758.4,295.6,535.8,125.1,3.2,20.8,2838.8,83.7,458.3,2147.6,149.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1984,29.3,11.3,42.6,127.3,360.1,474.6,737.2,364.8,405.5,179.1,5.1,11.5,2748.4,40.6,530,1982.1,195.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,1985,2.2,30.5,43.2,69.5,358.6,532.7,907.4,372.7,464.5,211.9,17.4,27.3,3037.9,32.8,471.2,2277.3,256.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1986,1.3,5.8,7.9,122.4,152.1,436.4,545.4,363.2,493.9,215.1,15.5,6.4,2365.4,7.1,282.4,1838.9,237
SUB HIMALAYAN WEST BENGAL & SIKKIM,1987,2.8,35.3,79.8,152.7,148,451,791.9,836.6,530.3,150.3,5.6,1.2,3185.5,38.1,380.6,2609.8,157.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1988,6.8,24.6,71.2,96.5,268.8,304.9,831.7,990.5,446.6,76,18.4,5.5,3141.4,31.4,436.5,2573.6,99.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1989,21,41.6,45.8,58.1,358.4,551.3,629.8,407.8,593.6,98.9,30.7,17.6,2854.6,62.6,462.2,2182.5,147.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1990,3.8,109.9,80.1,158.3,358.2,554.7,814.1,916.6,440.6,115,0.4,13.7,3565.3,113.6,596.6,2726,129.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1991,41.5,24.2,45.8,102.7,283.7,691.4,592.6,500.9,689.5,67.8,1.7,30.4,3072.4,65.7,432.3,2474.4,99.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1992,10,46.7,26,84,253.4,328.1,736.3,458,276.4,125.5,5,9.5,2358.8,56.7,363.4,1798.8,140
SUB HIMALAYAN WEST BENGAL & SIKKIM,1993,37.6,35.2,58.8,136.9,320.5,449.6,723.9,521.6,352.2,228.8,28.4,2.4,2895.9,72.9,516.2,2047.3,259.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1994,49.6,55,114.1,126.6,243.3,388,357.3,396.1,302.1,84.3,8.5,2.2,2127.3,104.6,484.1,1443.6,95
SUB HIMALAYAN WEST BENGAL & SIKKIM,1995,17.9,41.1,50.6,84.2,349.6,859,775.3,539.2,638.5,99.7,88.6,14,3557.8,59,484.5,2812,202.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1996,30.9,34.2,59.5,85,401.7,334.6,863.6,545.1,337.9,107.3,0.4,0,2800.3,65.1,546.1,2081.3,107.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1997,18.9,31.3,76.4,119.5,166.9,613.3,488.1,479,443.9,41.3,16.3,56.5,2551.4,50.2,362.9,2024.2,114.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1998,13.6,37,125.1,154.1,254.2,653,854.6,860.4,478.9,209.1,13.1,2.1,3655.1,50.5,533.4,2846.8,224.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1999,8.7,6.2,17.9,156,335.4,550.5,831.7,751.6,404.1,246,10.7,4.5,3323.3,14.9,509.3,2537.9,261.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,2000,10.7,36.2,55.1,185.1,326.5,649.6,574.3,498.1,465.8,82.9,22.6,1.2,2908,46.9,566.6,2187.8,106.7
GANGETIC WEST BENGAL,1951,0,0.4,62.1,13.1,67.4,180.7,253.5,260.3,200.1,140,36,0.4,1214,0.4,142.7,894.5,176.5
GANGETIC WEST BENGAL,1952,0.3,1.1,23.3,99.7,77,167.4,431,244.7,189.1,159.6,2.5,0,1395.7,1.4,199.9,1032.2,162.1
GANGETIC WEST BENGAL,1953,25.8,14.1,4.8,13.6,61.9,311.1,358.3,343.1,278.5,56,38.6,0,1505.8,39.9,80.3,1291,94.6
GANGETIC WEST BENGAL,1954,12.3,5.9,0.3,11.6,88.6,211.1,201.7,215.1,247.1,56.8,1.5,28,1080,18.2,100.5,875,86.3
GANGETIC WEST BENGAL,1955,2.9,2.3,11.4,24.3,48,174.7,338.8,251.9,188.1,151.9,73.9,0.1,1268.2,5.2,83.8,953.4,225.9
GANGETIC WEST BENGAL,1956,4.5,33.9,50.7,25.6,141.6,343.3,253.9,295.4,391.1,157.6,12.7,3.9,1714.2,38.3,217.9,1283.7,174.2
GANGETIC WEST BENGAL,1957,50.2,26.6,8.7,6,16.4,231.8,312.1,201.1,239.4,38.2,0.1,0,1130.5,76.8,31.1,984.4,38.3
GANGETIC WEST BENGAL,1958,12.7,25.6,13.3,37.9,58.3,95.2,280.1,215.1,294.7,109.3,8.9,0,1151.1,38.4,109.5,885.1,118.2
GANGETIC WEST BENGAL,1959,33.5,12.7,17.3,28.2,91.4,208.5,273.3,328.5,487.3,331.2,0.3,0.4,1812.9,46.3,137,1297.7,332
GANGETIC WEST BENGAL,1960,0.6,1.4,30.9,0.9,122.3,117.5,336.5,317.4,246.3,71.1,0.6,0,1245.5,2,154.2,1017.7,71.6
GANGETIC WEST BENGAL,1961,11.1,75.8,6.8,13.6,91.2,275,171.4,252.8,290.9,101,0.8,0.1,1290.4,86.8,111.6,990.1,101.9
GANGETIC WEST BENGAL,1962,8.8,13.1,6,54.5,80.3,185.6,241.1,209.3,233.6,141,0,0.1,1173.6,21.9,140.9,869.7,141.1
GANGETIC WEST BENGAL,1963,0.4,2.4,5.7,61.6,103.6,258.8,277.6,167.1,270.9,131.5,9.5,0.5,1289.5,2.7,170.9,974.4,141.5
GANGETIC WEST BENGAL,1964,2.7,11.1,18,58.3,84.7,136.2,404.2,211.3,219.9,124,8,0,1278.5,13.8,161.1,971.6,132
GANGETIC WEST BENGAL,1965,0.3,33.9,46.5,32.8,45.3,227.6,289.6,287,220.3,80.1,0.3,0.2,1263.7,34.2,124.5,1024.5,80.5
GANGETIC WEST BENGAL,1966,33.1,4.4,5.1,18.3,43.4,296,168.7,236.6,187.2,84.9,34.7,6.3,1118.7,37.5,66.8,888.5,125.9
GANGETIC WEST BENGAL,1967,52.5,3.3,44.9,65.3,53,131.6,247.8,368.8,326.2,52.3,1.3,1.4,1348.4,55.8,163.2,1074.4,55
GANGETIC WEST BENGAL,1968,5.7,7.6,7.7,12.6,35.5,368.8,418.2,472.2,115.2,115.9,37.8,0.6,1597.7,13.3,55.7,1374.3,154.3
GANGETIC WEST BENGAL,1969,4.7,5.1,20.9,80.2,89,139.8,276.2,418,300.9,45.9,23.2,0.2,1404,9.9,190.1,1134.9,69.3
GANGETIC WEST BENGAL,1970,10.8,15.1,30.8,16.8,63.5,323.2,285,219.8,472.6,195,15.8,0,1648.5,25.9,111.1,1300.7,210.9
GANGETIC WEST BENGAL,1971,30.6,14.2,4.8,174.2,122.1,260.3,472.5,573.4,252.8,163.5,31.4,0,2099.8,44.8,301.1,1559,194.9
GANGETIC WEST BENGAL,1972,2.8,43.1,4.1,16.4,25.1,125.9,288.3,543.2,222.5,59.7,2.1,0,1333.2,45.8,45.6,1179.9,61.8
GANGETIC WEST BENGAL,1973,1.3,8.9,67.6,26,134.2,204.2,304.9,335,401.6,206.6,20.9,23.9,1735.2,10.2,227.8,1245.7,251.5
GANGETIC WEST BENGAL,1974,3.6,0,83.1,29.8,94.5,96.4,438.5,317.1,262.7,140.3,4.6,0,1470.7,3.6,207.5,1114.6,144.9
GANGETIC WEST BENGAL,1975,9.9,18.7,10.6,38.1,65.8,156.6,364.9,331.1,286.3,141.6,42.6,0,1466.2,28.6,114.5,1138.9,184.2
GANGETIC WEST BENGAL,1976,0,32.8,20.7,47.5,133.1,148.9,296.6,279.6,197.5,52.1,31.2,0.6,1240.6,32.8,201.3,922.6,83.8
GANGETIC WEST BENGAL,1977,11.7,24.2,7.3,89.9,176.4,409.4,450.9,329.4,171.3,86.6,48,35.5,1840.6,35.9,273.6,1361,170.1
GANGETIC WEST BENGAL,1978,1.4,21.2,50.5,49.8,116.3,253,274.1,349.1,591.8,148.8,10.3,6.4,1872.5,22.6,216.5,1467.9,165.5
GANGETIC WEST BENGAL,1979,16,27.3,8.4,28,22.3,282.9,296.4,229.6,167,48,11.5,20.4,1157.9,43.3,58.7,975.9,79.9
GANGETIC WEST BENGAL,1980,15.5,22.6,60.9,21.8,109.9,303.6,403.2,243.3,181,158.6,0,0.4,1521,38.1,192.7,1131.2,159.1
GANGETIC WEST BENGAL,1981,13.7,63.9,64.8,110.8,250.9,321.4,417.7,327.7,250,11.6,3.8,72.8,1909,77.6,426.5,1316.7,88.2
GANGETIC WEST BENGAL,1982,2.4,35.8,87.2,70.9,37.1,196,224.5,308.9,101.1,29.2,17.9,0,1111,38.2,195.2,830.4,47.1
GANGETIC WEST BENGAL,1983,9.1,39.2,47,44.2,132.5,188.9,207.6,365.4,247.4,167.6,1.1,13.6,1463.6,48.2,223.7,1009.4,182.3
GANGETIC WEST BENGAL,1984,19.1,2.6,0.6,46.6,82.6,597.1,332.7,442.2,196.4,111.8,0,0,1831.7,21.7,129.8,1568.4,111.8
GANGETIC WEST BENGAL,1985,10.9,22,8.8,24.1,99.6,280.4,286.3,340.6,201.8,137.2,1.8,0,1413.4,32.9,132.4,1109.1,139
GANGETIC WEST BENGAL,1986,9.6,6.3,7.1,48.5,146.1,227.9,313.4,181.2,522.2,201.5,106.4,20.6,1791,15.9,201.7,1244.8,328.5
GANGETIC WEST BENGAL,1987,1.8,7.1,18.9,76.6,91.7,146.9,427.4,473,262.6,34.1,43.7,7.7,1591.5,8.9,187.2,1309.9,85.5
GANGETIC WEST BENGAL,1988,1.7,22.9,53.5,45.3,109.3,508.8,299.9,292.6,207.1,100.4,39.5,0.5,1681.5,24.6,208.1,1308.4,140.4
GANGETIC WEST BENGAL,1989,0.4,4.9,6.1,5.4,173.6,318.2,414.5,291.4,284.2,105.5,3.7,18.3,1626.3,5.3,185.1,1308.3,127.5
GANGETIC WEST BENGAL,1990,2.2,62.2,119,79.3,147.6,268.2,520.2,236.3,300.7,174.2,47.9,3.5,1961.3,64.4,346,1325.4,225.6
GANGETIC WEST BENGAL,1991,27.8,11.4,41.7,34.5,66.1,257.4,381.2,331.3,249.2,125.6,15.6,67.5,1609.1,39.2,142.2,1219,208.7
GANGETIC WEST BENGAL,1992,14,49.5,0.1,25,127,239.9,407.6,254.1,226.6,66.2,4.4,0.2,1414.6,63.5,152.1,1128.3,70.7
GANGETIC WEST BENGAL,1993,0.3,3.8,40.8,78.6,116.2,328.5,280,357.7,421.4,94.2,38.2,0,1759.7,4,235.6,1387.6,132.5
GANGETIC WEST BENGAL,1994,23.8,48.8,7.3,63.7,98,310.1,426.1,294.4,166.1,82.9,9.6,0,1530.8,72.6,169,1196.8,92.5
GANGETIC WEST BENGAL,1995,20.2,30.1,8.7,10.1,202.9,185.4,401.1,413,411.5,86.4,160.5,6.2,1936,50.3,221.7,1411,253.1
GANGETIC WEST BENGAL,1996,11,13.2,10.4,39.2,67.5,336,251.3,472,143.5,155.9,4.1,0,1504,24.2,117,1202.7,160
GANGETIC WEST BENGAL,1997,18.7,23.6,44.2,101.8,98.2,219.6,437.3,387.3,244,27.8,30.5,24.9,1657.7,42.3,244.1,1288.1,83.1
GANGETIC WEST BENGAL,1998,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.7,83.9,268.9,1011.5,268.4
GANGETIC WEST BENGAL,1999,0.1,0.7,1.6,10.5,217.9,268.8,405.2,375.4,467.8,195.3,13.7,0,1957,0.8,230,1517.2,209
GANGETIC WEST BENGAL,2000,9.5,57.9,3.8,54,215,205.6,341.5,178.4,428.4,76.2,1.6,0.1,1572.1,67.4,272.8,1153.9,77.9
ORISSA,1951,2.2,0,89.7,37.1,48,172.5,339.1,349.5,165.5,155.6,37.1,0,1396.2,2.2,174.8,1026.6,192.6
ORISSA,1952,0.3,9.5,26.2,53.2,44.4,187.1,356.4,352,307.9,176.6,2.2,1.1,1516.7,9.8,123.7,1203.4,179.9
ORISSA,1953,39.9,5.9,0.2,13.8,23.7,182.8,318.9,512.1,231.5,59.2,49.8,0,1437.7,45.8,37.7,1245.3,109
ORISSA,1954,0.6,6.2,8.6,19.2,50.2,163.2,211.7,271.9,344,118.2,0,14.2,1208,6.8,78.1,990.8,132.4
ORISSA,1955,0.1,0.2,8.4,29.6,76.5,201.7,238,355.9,371.4,262.7,52.3,0.3,1597,0.3,114.4,1167,315.3
ORISSA,1956,1.4,37.9,18.2,11.9,118.1,345.2,470,434.5,249.8,191.7,6.7,0,1885.4,39.3,148.2,1499.5,198.4
ORISSA,1957,12.3,26.6,30.4,12.4,33.6,153.5,349.2,415.4,194.5,49.5,0.1,0,1277.5,39,76.3,1112.7,49.6
ORISSA,1958,11.5,42.8,16,32.8,39,125.2,404.1,319.1,364.2,217.4,51.8,0.1,1624,54.3,87.8,1212.6,269.3
ORISSA,1959,28.5,2.4,2.7,22.2,47.1,202.7,357.4,341.6,316.5,170.5,1.5,2.7,1495.9,30.9,72.1,1218.2,174.7
ORISSA,1960,5.4,0.8,51.6,12.4,42.7,211.4,444.1,461.7,214.6,130.8,3.6,13.9,1593,6.2,106.8,1331.8,148.2
ORISSA,1961,15.9,116.2,3.2,15.9,59.7,324.8,406.2,327.9,483.2,178.2,11.3,2.7,1945.3,132.1,78.9,1542.1,192.2
ORISSA,1962,8.3,5.1,19.8,35.9,34.1,192.7,379,263.2,237.3,164,2.5,4.7,1346.5,13.4,89.8,1072.2,171.2
ORISSA,1963,0.2,6.9,9.1,47,90,218.7,310.6,361.9,306.9,204.9,3.9,2,1562,7,146.1,1198.1,210.8
ORISSA,1964,1.7,28.3,11.9,33.2,48.8,142.5,372.4,427.9,195.5,84.1,8.2,0,1354.7,30,94,1138.3,92.3
ORISSA,1965,10.6,17.3,59.1,37.9,37.6,123.1,392.9,187.3,222.9,83.9,1,1,1174.7,27.8,134.7,926.2,85.9
ORISSA,1966,49.9,3.6,0.9,28,37.9,306.3,340.2,211,155.9,78.9,63.4,10.9,1286.8,53.5,66.8,1013.4,153.2
ORISSA,1967,70.9,0.4,87.7,40.9,25.7,233.3,315.3,340.7,281.8,18.3,1.8,10.7,1427.5,71.4,154.3,1171,30.8
ORISSA,1968,33.4,29.7,20.7,26.5,45.7,186.7,311.6,335.4,236.6,191.6,45.5,0.7,1464.1,63.1,92.9,1070.3,237.8
ORISSA,1969,0.7,1,4,27.3,80.7,158.6,432.5,293.5,197.7,41.8,38.9,6.4,1283.2,1.7,112.1,1082.3,87.1
ORISSA,1970,4.6,27.5,47.2,32.3,60.8,307.9,307.8,348.8,205.9,66.9,2.4,0.2,1412.3,32.1,140.2,1170.5,69.5
ORISSA,1971,16.1,23.5,1.9,76.9,82.2,290.8,290.9,411,171.5,229.9,2.1,0,1596.8,39.6,161,1164.2,232.1
ORISSA,1972,0,22,2.6,25.9,16.3,133.9,333.9,383.4,282.7,83.1,40.9,0.3,1324.9,22,44.8,1133.8,124.4
ORISSA,1973,1.7,5.7,33.4,8.7,67.5,103.2,434.9,380.9,266.5,244.7,13.3,13,1573.5,7.3,109.7,1185.4,271
